date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum
1950-01-01 00:00:00+00:00,15.185503,18.536074,9.019168,1.3656013
1950-01-01 00:00:00+00:00,15.975687,20.410343,10.782271,0.29408005
1950-01-01 00:00:00+00:00,15.815871,20.934614,9.345375,0.0
1950-01-01 00:00:00+00:00,16.656054,21.458889,11.508479,1.0889387
1950-01-01 00:00:00+00:00,13.396237,13.383159,12.371583,8.754102
1950-01-01 00:00:00+00:00,15.086422,18.157429,12.284686,3.2987635
1950-01-01 00:00:00+00:00,13.326605,13.8317,11.14779,3.8169756
1950-01-01 00:00:00+00:00,13.966788,18.155972,10.510895,1.8167578
1950-01-01 00:00:00+00:00,13.006972,15.430241,9.8239975,6.693414
1950-01-01 00:00:00+00:00,11.797155,12.704513,9.237102,13.0431795
1950-01-01 00:00:00+00:00,14.237339,17.228785,11.950206,5.1192193
1950-01-01 00:00:00+00:00,16.177523,21.153057,11.163309,0.6172142
1950-01-01 00:00:00+00:00,11.967707,12.327326,10.826413,5.7878118
1950-01-01 00:00:00+00:00,14.367003,17.914701,10.539444,2.900567
1950-01-01 00:00:00+00:00,15.581486,19.77392,11.552356,0.6205125
1950-01-01 00:00:00+00:00,15.645969,20.283134,10.5652685,0.61948043
1950-01-01 00:00:00+00:00,19.760452,25.242353,10.678182,0.10307568
1950-01-01 00:00:00+00:00,19.774935,23.40157,16.391092,1.6464884
1950-01-01 00:00:00+00:00,21.339418,25.410788,17.354002,0.102736294
1950-01-01 00:00:00+00:00,19.853899,25.170004,15.766917,0.0
1950-01-01 00:00:00+00:00,20.868383,25.479221,14.729829,0.40960225
1950-01-01 00:00:00+00:00,19.532866,22.88844,16.592741,0.3067021
1950-01-01 00:00:00+00:00,23.147348,28.947657,16.705652,0.0
1950-01-01 00:00:00+00:00,22.261831,28.056871,16.618565,0.10190364
1950-01-01 00:00:00+00:00,23.476315,29.166088,16.431477,0.0
1950-01-01 00:00:00+00:00,23.690798,28.575306,18.244389,0.0
1950-01-01 00:00:00+00:00,19.20528,22.834524,15.507301,0.0
1950-01-01 00:00:00+00:00,18.019762,21.943737,13.770213,0.0
1950-01-01 00:00:00+00:00,19.184248,24.502956,12.733126,0.10109284
1950-01-01 00:00:00+00:00,18.998728,23.762173,14.046038,0.20186646
1950-01-01 00:00:00+00:00,18.013212,21.27139,14.95895,5.844918
1950-01-01 00:00:00+00:00,15.777696,19.480608,13.121862,3.9240432
1950-01-01 00:00:00+00:00,14.542179,16.489824,9.734773,4.7215896
1950-01-01 00:00:00+00:00,14.056662,18.449041,8.647686,0.50151515
1950-01-01 00:00:00+00:00,14.6711445,17.10826,11.960599,1.4020652
1950-01-01 00:00:00+00:00,14.235627,15.017477,12.473511,10.599238
1950-01-01 00:00:00+00:00,16.35011,19.376692,10.636423,7.887273
1950-01-01 00:00:00+00:00,14.014594,17.385908,9.599334,3.0902588
1950-01-01 00:00:00+00:00,14.129078,14.945126,13.512247,18.115084
1950-01-01 00:00:00+00:00,14.993562,18.654343,12.325158,1.5901097
1950-01-01 00:00:00+00:00,15.5580435,20.313559,11.13807,1.786159
1950-01-01 00:00:00+00:00,15.422525,20.272778,10.750982,0.39632413
1950-01-01 00:00:00+00:00,16.437008,20.631992,14.213894,2.5722256
1950-01-01 00:00:00+00:00,16.45149,19.291212,14.176807,2.4695811
1950-01-01 00:00:00+00:00,16.965975,20.25043,13.739718,0.49317738
1950-01-01 00:00:00+00:00,16.830458,20.959644,13.002631,1.1818614
1950-01-01 00:00:00+00:00,17.394941,21.918863,13.015543,0.49171072
1950-01-01 00:00:00+00:00,19.109423,25.378078,12.028456,1.3747523
1950-01-01 00:00:00+00:00,21.673904,26.287296,17.041367,0.0
1950-01-01 00:00:00+00:00,20.838388,26.596512,15.6042795,0.09790763
1950-01-01 00:00:00+00:00,19.002872,23.10573,15.1671915,0.6843497
1950-01-01 00:00:00+00:00,18.967354,23.164946,15.130103,0.0
1950-01-01 00:00:00+00:00,18.331839,23.424166,13.443016,0.0
1950-01-01 00:00:00+00:00,16.79632,20.78338,12.755928,0.2920149
1950-01-01 00:00:00+00:00,18.460806,22.292599,15.818839,3.1103265
1950-01-01 00:00:00+00:00,17.575287,19.351816,13.431752,3.3970227
1950-01-01 00:00:00+00:00,14.53977,17.111032,12.094663,2.8106387
1950-01-01 00:00:00+00:00,15.204253,18.970247,11.657576,0.09678003
1950-01-01 00:00:00+00:00,13.468737,16.929466,9.570488,1.0630637
1950-01-01 00:00:00+00:00,16.433218,19.638683,13.083401,4.1497145
1950-01-01 00:00:00+00:00,14.797702,18.497898,12.0963125,2.1201057
1950-01-01 00:00:00+00:00,11.912185,13.207118,10.759224,5.6777225
1950-01-01 00:00:00+00:00,13.276668,17.016335,9.872136,2.210239
1950-01-01 00:00:00+00:00,14.24115,18.07555,10.08505,0.28788835
1950-01-01 00:00:00+00:00,14.905633,18.534767,10.997961,1.8207482
1950-01-01 00:00:00+00:00,15.670116,19.193983,12.460872,6.5072994
1950-01-01 00:00:00+00:00,13.334599,16.703201,10.623785,5.7337756
1950-01-01 00:00:00+00:00,13.549083,15.2124195,10.036696,3.530944
1950-01-01 00:00:00+00:00,14.663565,18.021635,11.549608,0.4764976
1950-01-01 00:00:00+00:00,15.228048,19.780853,10.612521,1.0468564
1950-01-01 00:00:00+00:00,15.092531,19.24007,10.625432,0.19007723
1950-01-01 00:00:00+00:00,17.707014,20.949287,14.838344,1.2338179
1950-01-01 00:00:00+00:00,18.121496,19.208502,16.851255,2.5590644
1950-01-01 00:00:00+00:00,17.28598,18.017721,14.614169,8.613318
1950-01-01 00:00:00+00:00,13.04255,17.078938,10.012607,0.28298995
1950-01-01 00:00:00+00:00,12.341207,18.292156,6.8965697,0.18763606
1950-01-01 00:00:00+00:00,14.789865,14.805374,14.380532,17.729136
1950-01-01 00:00:00+00:00,14.988522,18.718592,11.114496,0.37123808
